"","lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox","subj_idx"
"165","response","~","X","c",-0.513790295065409,0.129409621986592,-3.97026347174279,7.17931969633767e-05,-0.767428493412072,-0.260152096718746,-0.513790295065409,-0.460119178267306,-0.459658828799102,10
"166","response","~","S","s0",-0.0889883963321596,0.174690499812974,-0.509406043416397,0.610467641136408,-0.431375484406889,0.253398691742569,-0.0889883963321596,-0.0394538577907089,-0.079612835095578,10
"167","response","|","t1","",-1.68557399285945,0.283486370090655,-5.94587313781762,2.74987055348674e-09,-2.24119706834512,-1.12995091737377,-1.68557399285945,-1.50798676980336,-1.50798676980336,10
"168","M","~~","M","",1.13994571060298,0.0736125248419585,15.4857575263228,0,0.995667813101686,1.28422360810428,1.13994571060298,0.499282592462898,0.499282592462898,10
"169","response","~~","response","",0.999710573316861,0,NA,NA,0.999710573316861,0.999710573316861,0.999710573316861,0.800154227982631,0.800154227982631,10
"170","X","~~","X","",1.00200400801603,0,NA,NA,1.00200400801603,1.00200400801603,1.00200400801603,1,1.00200400801603,10
"171","X","~~","S","",0.00200400801603206,0,NA,NA,0.00200400801603206,0.00200400801603206,0.00200400801603206,0.00403978581623388,0.00200400801603206,10
"172","S","~~","S","",0.245591182364729,0,NA,NA,0.245591182364729,0.245591182364729,0.245591182364729,1,0.245591182364729,10
"173","response","~*~","response","",1,0,NA,NA,1,1,1,1,1,10
"174","M","~1","","",0.117419544174235,0.149364004677293,0.78613012839288,0.431791255154487,-0.175328525579931,0.410167613928402,0.117419544174235,0.0777090353851836,0.0777090353851836,10
"175","response","~1","","",0,0,NA,NA,0,0,0,0,0,10
"176","X","~1","","",0,0,NA,NA,0,0,0,0,0,10
"177","S","~1","","",1.43,0,NA,NA,1.43,1.43,1.43,2.88555696607916,1.43,10
"178","indirect",":=","a*b","indirect",0.0170199267689682,0.0760276975043956,0.223864819370391,0.822862491069881,-0.131991622167153,0.166031475705089,0.0170199267689682,0.0152420059201593,0.0152267562856057,10
"179","direct",":=","c","direct",-0.513790295065409,0.129409621986592,-3.97026347174279,7.17931969633767e-05,-0.767428493412072,-0.260152096718746,-0.513790295065409,-0.460119178267306,-0.459658828799102,10
